Language,Text,Label,Translation
Hindi,kill the gays,1,समलैंगिकों को मार डालो
Hindi,Kill every white people mercylessly.,1,हर गोरे लोगों को बेरहमी से मार डालो।
Hindi,Kill ALL black people.,1,सभी काले लोगों को मार डालो।
Hindi,Just look at that crowd!!! ALL FAT WHITE TRASH OR METH ADDICTS,1,जरा उस भीड़ को देखिए!!! सभी मोटे सफेद ट्रैश या मेथ एडिक्ट्स
Hindi,It numbs them to the disgusting degeneracy and fruitless hedonism of faggot sex,1,यह उन्हें समलैंगिक यौन संबंधों के पति और फलहीन सुखवाद के लिए सलाह देता है
Hindi,Islam is pig shit,1,इस्लाम सुअर की गंदगी है
Hindi,Islam is hell .  We Asian hate isalm...Islam bring only destruction..killing.  rape... rufugee.... Islam is hell .. Asian thought √∞¬ü¬ò¬Ç√∞¬ü¬ò¬Çsorry...but is true,1,इस्लाम नर्क है। हम एशियाई लोग इस्लाम से नफरत करते हैं...इस्लाम सिर्फ विनाश लाता है..हत्या। रेप...रूफ्यूजी...इस्लाम नर्क है..एशियन सोचा सॉरी...पर सच है
Hindi,Islam is a religion of hate. These propaganda type videos are dishonest. Simply read the Quran and Hadith.,1,इस्लाम नफरत का धर्म है। ये प्रचार प्रकार के वीडियो बेईमानी हैं। बस कुरान और हदीस पढ़ो।
Hindi,Islam is  the home of terriorism .,1,इस्लाम आतंकवाद का घर है।
Hindi,Is that guy-shadow or are you just a genetic faggot?,1,क्या वह लड़का-छाया है या आप सिर्फ एक अनुवांशिक फगोट हैं?
Hindi,Indians are shit but burgers only have broken English and ebonics to learn and still fail. Second thread in a row where a burger can't figure out you're and your,1,भारतीय बकवास हैं लेकिन बर्गर ने केवल सीखने के लिए अंग्रेजी और एबोनिक्स को तोड़ा है और अभी भी असफल हैं। एक पंक्ति में दूसरा धागा जहां एक बर्गर यह पता नहीं लगा सकता कि आप और आप हैं
Hindi,Incest baby that got double-down syndrome,1,अनाचारी बच्चा जिसे डबल-डाउन सिंड्रोम हो गया है
Hindi,Ima fucking stab u up bruv. Fucking white prick bruv.. fucking racist.  Gammon,1,इमा फक्किंग स्टैब यू अप ब्रूव। कमबख्त सफेद चुभन bruv.. कमबख्त नस्लवादी। झूठ बोलना
Hindi,Im going to choke you with your cross necklace idiotic religious pig,1,मैं आपको अपने क्रॉस हार के साथ मूर्खतापूर्ण धार्मिक सुअर के साथ गला घोंटने जा रहा हूं
Hindi,"Ignorant feminist,  she got roasted and still doesn' understand what equality of outcome means even when Jordan explained data to her. What's this means she's ignorant and emotionally biased.",1,"अज्ञानी नारीवादी, वह भुन गई और अभी भी नहीं समझती कि परिणाम की समानता का क्या मतलब है, जब जॉर्डन ने उसे डेटा समझाया। इसका क्या मतलब है कि वह अज्ञानी और भावनात्मक रूप से पक्षपाती है।"
Hindi,If men shouldnt hit women because we are physically stronnger... then women shouldnt talk because they are fucking louder.,1,अगर पुरुषों को महिलाओं को नहीं मारना चाहिए क्योंकि हम शारीरिक रूप से मजबूत हैं... तो महिलाओं को बात नहीं करनी चाहिए क्योंकि वे जोर से चोद रही हैं।
Hindi,"If I were your dad, I'd Google ""Abortions at 30 years old mentally handicapped”.",1,"अगर मैं तुम्हारा पिता होता, तो मैं Google ""मानसिक रूप से विकलांग 30 साल की उम्र में गर्भपात"" करता।"
Hindi,If i were you I would inject lethal heroin to my ‚Äòsick' child immediately!,1,अगर मैं तुम होते तो मैं तुरंत अपने 'बीमार' बच्चे को घातक हेरोइन का इंजेक्शन लगाता!
Hindi,If I had to meet one of the apostles I would fuck them for not killing him,1,अगर मुझे किसी एक प्रेरित से मिलना होता तो मैं उसे नहीं मारने के लिए उन्हें चोदता
Hindi,If I had Down syndrome I would kill myself,1,अगर मुझे डाउन सिंड्रोम होता तो मैं अपनी जान दे देता
Hindi,I’m searching for a hitman right now to kill this whore and every other like her. H A T E  W O M E N,1,मैं इस वेश्या और उसके जैसे अन्य सभी को मारने के लिए अभी एक हिटमैन की तलाश कर रहा हूं। महिलाओं से नफरत।
Hindi,I remember once I was in charge of a disabled kid. Every night I was wishing slow death for him,1,मुझे याद है कि एक बार मैं एक विकलांग बच्चे का प्रभारी था। हर रात मैं उसके लिए धीमी मौत की कामना कर रहा था
Hindi,I just don't like Homosexuals raising kids it's my opinion.,1,"मैं सिर्फ समलैंगिकों को बच्चों की परवरिश करना पसंद नहीं करता, यह मेरी राय है।"
Hindi,I hate mentally disabled people trying to touch my kids.,1,मुझे मानसिक रूप से विकलांग लोगों से नफरत है जो मेरे बच्चों को छूने की कोशिश कर रहे हैं।
Hindi,"I hate every religion, but because of you I hate most of all your religion and its stupid theories about God and shits",1,"मैं हर धर्म से नफरत करता हूं, लेकिन आपकी वजह से मुझे सबसे ज्यादा नफरत आपके धर्म और भगवान और बकवास के बारे में मूर्खतापूर्ण सिद्धांतों से है"
Hindi,I fucking hate gay and lesbians they are all animals,1,"मुझे समलैंगिकों और समलैंगिकों से नफरत है, वे सभी जानवर हैं"
Hindi,I don’t think you have the right to write comments or even express your opinion freely. Free speech is a human right. Autistics aren’t 100% humans,1,मुझे नहीं लगता कि आपको टिप्पणी लिखने या स्वतंत्र रूप से अपनी राय व्यक्त करने का अधिकार है। मुक्त भाषण एक मानव अधिकार है। ऑटिस्टिक 100% इंसान नहीं हैं
Hindi,I don't hate women i just think that they have nothing interesting to say. None reason for existance.,1,मैं महिलाओं से नफरत नहीं करता मैं बस सोचता हूं कि उनके पास कहने के लिए कुछ भी दिलचस्प नहीं है। अस्तित्व का कोई कारण नहीं।
Hindi,Hope you fucking die bitches gay people should not exist all you do is lick one another's ass,1,"आशा है कि तुम मर जाओगे कुतिया समलैंगिक लोगों का अस्तित्व नहीं होना चाहिए, आप केवल एक दूसरे की गांड चाटते हैं"
Hindi,Homosexuality leads to death and extinction,1,समलैंगिकता मृत्यु और विलुप्त होने की ओर ले जाती है
Hindi,Homosexuality and transgenderism is a mental illness and a sexual perversion!,1,समलैंगिकता और ट्रांसजेंडरवाद एक मानसिक बीमारी और यौन विकृति है!
Hindi,Hindus and Muslims are same shit. They only know how to kill Peoples...See comments of Christians people no rudeness no abusing or bad words... Christians religion is the best religion in the world,1,हिन्दू और मुसलमान एक ही गंदगी है। वे केवल लोगों को मारना जानते हैं... ईसाइयों की टिप्पणियां देखें कोई अशिष्टता नहीं कोई गाली या अपशब्द नहीं... ईसाई धर्म दुनिया का सबसे अच्छा धर्म है
Hindi,"Gun shot fi gay get all of the guns them out,the police must give we the rights to kill all gays, gun shot at all gays suck your mothers all gays",1,"गन शॉट फाई गे सभी बंदूकों को बाहर निकालो, पुलिस को हमें सभी समलैंगिकों को मारने का अधिकार देना चाहिए, सभी समलैंगिकों पर बंदूक की गोली सभी समलैंगिकों को चूसें"
Hindi,"Grow some fucking balls and take back your country, bongs. Start killing reporters, politicians, and Asians.",1,"कुछ कमबख्त गेंदों को बढ़ाओ और अपने देश को वापस ले लो, बोंग्स। पत्रकारों, राजनेताओं और एशियाई लोगों को मारना शुरू करें।"
Hindi,Good Muslims deserved attack and damage,1,अच्छे मुसलमान हमले और क्षति के पात्र थे
Hindi,Gayness should be removed from the face of the earth,1,समलैंगिकता को पृथ्वी के चेहरे से हटा दिया जाना चाहिए
Hindi,fucking stupid feminist bitches,1,कमबख्त बेवकूफ नारीवादी कुतिया
Hindi,fucking monkeys kill them all,1,कमबख्त बंदर उन सबको मार डालते हैं
Hindi,FUCKING migrants need BAN . fucking animals,1,कमबख्त प्रवासियों को प्रतिबंध की जरूरत है। कमबख्त जानवर
Hindi,Fuck u anti muslims heartless assholes u will go to hell,1,भाड़ में जाओ मुस्लिम विरोधी बेरहम गधे तुम जाओगे जहन्नुम में
Hindi,Fuck off niggers WV is full,1,भाड़ में जाओ निगर्स WV भरा हुआ है
Hindi,"fuck niggers, they don't need rights. all I want for christmas is a lynched nigger.",1,"भाड़ में जाओ हब्शियों, उन्हें अधिकारों की आवश्यकता नहीं है। मैं क्रिसमस के लिए केवल एक लिंच्ड निगर चाहता हूं।"
Hindi,FUCK GAYS disgusting,1,भाड़ में जाओ समलैंगिकों घृणित
Hindi,fuck bulgaria stupid country,1,भाड़ में जाओ बुल्गारिया बेवकूफ देश
Hindi,Feminism is just about women crying about the fabricated bullshit they go through. It's a JOKE! They should just man up!,1,नारीवाद केवल उन महिलाओं के बारे में है जो मनगढ़ंत बकवास के बारे में रोती हैं जिससे वे गुजरती हैं। यह एक मज़ाक है! उन्हें बस मैन अप करना चाहिए!
Hindi,EXECUTE OHOMO AND HIS SHEMALE BITCH MIKE.,1,निष्पादित OHOMO और उसके किन्नर कुतिया माइक।
Hindi,Everyone hates you because you're gay,1,हर कोई तुमसे नफरत करता है क्योंकि तुम समलैंगिक हो
Hindi,"Every time I see her with a hijab, niqab or burka or shit I fantasising of choking her to death with that facking piece of cloth",1,"हर बार जब मैं उसे हिजाब, नकाब या बुर्का या गंदगी के साथ देखता हूं तो मैं कल्पना करता हूं कि कपड़े के उस नकली टुकड़े से उसे मौत के घाट उतार दिया जाए"
Hindi,even god hates dominicans. why else did he shit them out on the same monkey island as the haitians?,1,यहां तक ​​कि भगवान भी डोमिनिकन से नफरत करता है। और क्यों उसने उन्हें उसी बंदर द्वीप पर हाईटियन के रूप में बाहर कर दिया?
Hindi,Europe is land of white people. Don't let africans take over our home. Fuck islam. Fuck multiculturalism.,1,यूरोप गोरे लोगों की भूमि है। अफ्रीकियों को हमारे घर पर कब्जा मत करने दो। भाड़ में जाओ इस्लाम। भाड़ में जाओ बहुसंस्कृतिवाद।
Hindi,Equality should not apply on people of different religions except christianity.,1,ईसाई धर्म को छोड़कर विभिन्न धर्मों के लोगों पर समानता लागू नहीं होनी चाहिए।
Hindi,EEEWWWWWWW TRANSGENDERS ARE FUCKING DISGUSTING,1,ट्रांसजेंडर बहुत ही घृणित हैं
Hindi,Don' worry guys men can easily win femmenism ..... Trust me every shit that invented by men was patterned by men .... There is no way women Gina win in future .....it's just smoke before fire,1,चिंता न करें पुरुष नारीवाद को आसानी से जीत सकते हैं ..... मुझ पर विश्वास करें कि पुरुषों द्वारा आविष्कार की गई हर गंदगी पुरुषों द्वारा प्रतिरूपित की गई थी .... ऐसा कोई रास्ता नहीं है कि महिला जीना भविष्य में जीत जाए ..... यह आग से पहले सिर्फ धुआं है
Hindi,Do women born to be whores? Ot they develop it later,1,क्या औरतें वेश्या बनने के लिए पैदा होती हैं? ओटी वे इसे बाद में विकसित करते हैं
Hindi,Dirty Christianity follower creating war everywhere Iran should attack USA  We will support Iran,1,"ईसाई धर्म के गंदे अनुयायी हर जगह युद्ध कर रहे हैं, ईरान को अमरीका पर हमला करना चाहिए, हम ईरान का समर्थन करेंगे"
Hindi,Die fucking arab dude sand niggas,1,कमबख्त अरब दोस्त रेत niggas मरो
Hindi,destroy islam,1,इस्लाम को नष्ट करो
Hindi,"Deport all niggers, spics, chinks and other undesirable from white nations. They don't belong in our white nations, they're invaders and enemy forces.",1,"गोरे राष्ट्रों से सभी निगर्स, स्पिक्स, चिंक्स और अन्य अवांछनीय को निर्वासित करें। वे हमारे श्वेत राष्ट्रों में नहीं हैं, वे आक्रमणकारी और शत्रु सेनाएँ हैं।"
Hindi,Crazy auntie get rid of your autistic son and make good to planet,1,पागल आंटी अपने ऑटिस्टिक बेटे से छुटकारा पाएं और ग्रह को अच्छा बनाएं
Hindi,Christians are all demonic,1,ईसाई सभी राक्षसी हैं
Hindi,"CANCEROUS ugly tarded beings !(except lauren) DIE FUCKING ALREADY WASTE OFF WHORES NOBODY WILL MIS YOU UGLY DUMB TARDED WASTES OFF SPQCES √∞¬ü¬ò¬Ä FUCK women and Islam rights, don't like it here fuckoff and die √∞¬ü¬ò¬Ä",1,"कर्कश बदसूरत टार्डेड प्राणी! (लॉरेन को छोड़कर) मरो कमबख्त पहले से ही बर्बाद कर दो, कोई भी तुम्हें याद नहीं करेगा बदसूरत गूंगा टार्डेड अपशिष्ट SPQCES भाड़ में जाओ महिलाओं और इस्लाम अधिकार, इसे पसंद नहीं है यहाँ भाड़ में जाओ और मरो"
Hindi,"Can we get white people running MTV ? Or black people? Or even some filthy pakistanis? As long as it gets back to music, Anything would be better than the jews",1,"क्या हमें एमटीवी चलाने वाले गोरे लोग मिल सकते हैं? या काले लोग? या कुछ गंदे पाकिस्तानी भी? जब तक यह संगीत में वापस आता है, यहूदियों की तुलना में कुछ भी बेहतर होगा"
Hindi,Burn them all down and kick Islam out of EU...We support you...Fuck Islam.,1,उन सबको जला दो और इस्लाम को यूरोपीय संघ से बाहर निकाल दो...हम तुम्हारा समर्थन करते हैं...इस्लाम को भाड़ में जाओ।
Hindi,Buddhism is a religion for cows. People who believe this shit they get chopped sooner or later,1,बौद्ध धर्म गायों का धर्म है। जो लोग इस बकवास पर विश्वास करते हैं वे जल्द या बाद में कट जाते हैं
Hindi,Blacks are literally the cuckold of all the races and also the epitome of degeneracy. Don't listen and believe the Jewish propaganda of black being alpha. Consider yourselves as top of the social hierarchy by just being white.,1,अश्वेत वस्तुतः सभी जातियों के व्यभिचारी हैं और अध: पतन का प्रतीक भी हैं। काले रंग के अल्फ़ा होने के यहूदी प्रचार को मत सुनो और विश्वास करो। सिर्फ गोरे होने से अपने आप को सामाजिक पदानुक्रम के शीर्ष पर विचार करें।
Hindi,Being a lesbian is fine if you really love being an animal,1,यदि आप वास्तव में एक जानवर होने से प्यार करते हैं तो समलैंगिक होना ठीक है
Hindi,beeing gay is anti human,1,समलैंगिक होना मानव विरोधी है
Hindi,Because everyone knows this islam men is the devil,1,क्योंकि सभी जानते हैं कि इस इस्लाम के आदमी शैतान हैं
Hindi,Autists is why presidents like trump are getting elected,1,ऑटिस्ट इसलिए ट्रम्प जैसे राष्ट्रपति चुने जा रहे हैं
Hindi,Asians have more fats so they are yellow.  So fat people are yellow?...,1,एशियाई लोगों में अधिक वसा होती है इसलिए वे पीले होते हैं। तो मोटे लोग पीले होते हैं?...
Hindi,"As an SJW, it is the right of black people to rob and kill me. To not allow them is a white privilege.",1,"एसजेडब्ल्यू के रूप में, मुझे लूटना और मारना काले लोगों का अधिकार है। उन्हें अनुमति नहीं देना एक सफेद विशेषाधिकार है।"
Hindi,Any lesbian that doesn't look like a complete hog actually wants to be with a man.,1,"कोई भी समलैंगिक जो पूरी तरह सूअर की तरह नहीं दिखता है, वास्तव में एक आदमी के साथ रहना चाहता है।"
Hindi,"An ugly man in a wig and dress, is still just an ugly man in a wig and dress... NOT A WOMAN!!!",1,"एक विग और ड्रेस में एक बदसूरत आदमी, अभी भी सिर्फ एक विग और ड्रेस में एक बदसूरत आदमी है... एक महिला नहीं!!!"
Hindi,an Asian Moe Howard piece of shit,1,एक एशियाई मो हावर्ड बकवास का टुकड़ा
Hindi,American people are dumbass. They don't even know geography,1,अमेरिकी लोग बेवकूफ हैं। वे भूगोल भी नहीं जानते
Hindi,American Indians are finally almost extinguished,1,अमेरिकी भारतीय अंत में लगभग समाप्त हो गए हैं
Hindi,All muslims worship Satan¬ü¬ï¬ã 5 times a day,1,सभी मुसलमान दिन में कई बार शैतान की पूजा करते हैं
Hindi,all mental illnesses are awful and must be treated,1,सभी मानसिक बीमारियां भयानक हैं और इनका इलाज किया जाना चाहिए
Hindi,All girls like you should have a pimp to guide them to successful prostitution,1,आप जैसी सभी लड़कियों को सफल वेश्यावृत्ति के लिए मार्गदर्शन करने के लिए एक दलाल होना चाहिए
Hindi,After all this time the african americans are the people with most crime rate,1,इतने समय के बाद अफ्रीकी अमेरिकी सबसे अधिक अपराध दर वाले लोग हैं
Hindi,actually autism can make you a retard,1,वास्तव में ऑटिज्म आपको मंदबुद्धि बना सकता है
Hindi,Jews are lower class pigs.,1,यहूदी निम्न वर्ग के सूअर हैं।
Hindi,Send all these whiny black crybabies back to central Apefrica to live for just one month. They would be crying to come back to America where White people pamper and coddle them. Let's try the experiment one time.,1,केवल एक महीने के लिए रहने के लिए इन सभी चमकदार काले क्रायबाइब को केंद्रीय अपेफ्रिका में वापस भेज दें। वे अमेरिका वापस आने के लिए रो रहे होंगे जहां गोरे लोग उन्हें दुलारते और दुलारते हैं। आइए एक बार प्रयोग करके देखें।
Hindi,Trans people=gays and loosers,1,ट्रांस लोग = समलैंगिक और शिथिल
Hindi,The Jew Faggot Behind The Financial Collapse.,1,वित्तीय पतन के पीछे यहूदी फगोट।
Hindi,"Transgenderism is a DISEASE. Transgenders are an abomination. Not only that, but they're also lying to themselves. You CANNOT. change your DNA from male to female, or from female to male.  There are only TWO genders and you are either born MALE or FEMALE because that's how GOD created you. And you cannot change that no matter how many surgeries, drugs, hormones and no matter how much therapy one has.  FACT",1,"ट्रांसजेंडरवाद एक बीमारी है। ट्रांसजेंडर एक घृणित हैं। इतना ही नहीं, बल्कि वे खुद से भी झूठ बोल रहे हैं। तुम नहीं कर सकते। अपने डीएनए को पुरुष से महिला में, या महिला से पुरुष में बदलें। केवल दो लिंग हैं और आप या तो पुरुष या महिला के रूप में पैदा हुए हैं क्योंकि भगवान ने आपको इसी तरह बनाया है। और आप इसे नहीं बदल सकते चाहे कितनी भी सर्जरी, दवाएं, हार्मोन और कितनी भी थेरेपी हो। तथ्य"
Hindi,Why are we not allowed to kill christians?,1,हमें ईसाइयों को मारने की अनुमति क्यों नहीं है?
Hindi,Ugly white girls and white dudes would not get away with that.,1,बदसूरत गोरी लड़कियां और गोरे लड़के इससे दूर नहीं होंगे।
Hindi,"Women are our property. The sooner they realize that, the better.",1,"महिलाएं हमारी संपत्ति हैं। जितनी जल्दी उन्हें यह एहसास हो जाए, उतना अच्छा है।"
Hindi,You should be so meaner to dyslexic people.,1,आपको डिस्लेक्सिक लोगों के लिए इतना मतलबी होना चाहिए।
Hindi,Ugly long chin brainless problematic mother fucker he looks retarded,1,कुरूप लंबी ठुड्डी दिमागविहीन समस्याग्रस्त माँ कमीने वह मंदबुद्धि दिखती है
Hindi,Women!!! Grow a pair and refuse to compete with men!!! This is asinine!,1,औरत!!! एक जोड़ी विकसित करें और पुरुषों के साथ प्रतिस्पर्धा करने से इंकार करें!!! यह असिन है!
Hindi,"Men can see beauty, so they don't want to sleep with black women or make goblin babies.",1,"पुरुष सुंदरता देख सकते हैं, इसलिए वे अश्वेत महिलाओं के साथ नहीं सोना चाहते या भूत के बच्चे नहीं बनाना चाहते।"
Hindi,I feel uncomfortable when I'm in the same room with an abnormal disabled person,1,जब मैं एक असामान्य विकलांग व्यक्ति के साथ एक ही कमरे में होता हूँ तो मुझे असहजता महसूस होती है
Hindi,"Weak beta male, hope he turns into a tranny after this traumatic experience, haha",1,"कमजोर बीटा पुरुष, आशा है कि वह इस दर्दनाक अनुभव के बाद एक ट्रैनी में बदल जाएगा, हाहा"
Hindi,You look magically retarded.,1,आप जादुई रूप से मंद दिखते हैं।
Hindi,You are so lucky you have a girlfriend. I bet your asian penis is smaller than my thumb,1,आप बहुत खुशकिस्मत हैं कि आपकी एक गर्लफ्रेंड है। मैं शर्त लगाता हूं कि आपका एशियाई लिंग मेरे अंगूठे से छोटा है
Hindi,Yo nigga go back to Asia,1,यो nigga वापस एशिया के लिए जाओ
Hindi,With a face like that I bet you could scare your HIV into remission.,1,मुझे यकीन है कि इस तरह के चेहरे से आप अपने एचआईवी को दूर करने में डरा सकते हैं।
Hindi,Why aren't Europe evicting those bastards ruining our civilization,1,हमारी सभ्यता को बर्बाद कर रहे उन हरामखोरों को यूरोप क्यों नहीं निकाल रहा है
Hindi,What if we send every men to mars to start a new life there! They are useless here (Of course milk them first to store their juices),1,क्या होगा अगर हम हर आदमी को मंगल ग्रह पर एक नया जीवन शुरू करने के लिए भेज दें! वे यहाँ बेकार हैं
Hindi,Well my religion isn’t as satanic as yours at least,1,अच्छा मेरा धर्म कम से कम तुम्हारे जितना शैतानी नहीं है
Hindi,Too bad women don’t know how to kill themselves,1,बहुत बुरी महिलाएं खुद को मारना नहीं जानतीं
Hindi,Those religious COCKROACHES are pure evil. Don' go to Melbourne very dangerous place.,1,वे धार्मिक तिलचट्टे शुद्ध बुराई हैं। मेलबर्न बहुत खतरनाक जगह मत जाओ।
Hindi,"These kind of fake photos of blacks pisses me off. Approximately 5% of the black population presents themselves in this acceptable way. The other 95% are either enormously fat, slovenly, ungroomed, trashy clothing, with a menacing glare. These are white people in blackface.",1,"अश्वेतों की इस तरह की नकली तस्वीरें मुझे चिढ़ाती हैं। लगभग 5% काली आबादी इस स्वीकार्य तरीके से खुद को प्रस्तुत करती है। अन्य 95% या तो अत्यधिक मोटे, मैले-कुचैले, बिना साफ-सफाई के, गंदे कपड़े, एक खतरनाक चकाचौंध के साथ हैं। ये ब्लैकफेस में गोरे लोग हैं।"
Hindi,their dark coloured race doesn't mean shit,1,उनके काले रंग की जाति का मतलब बकवास नहीं है
Hindi,The thing is women are not equal to us men and their place is the home and kitchen,1,बात यह है कि महिलाएं हम पुरुषों के बराबर नहीं हैं और उनका स्थान घर और रसोई है
Hindi,"The power of Christ compels you! You demonic whore, you will feel the wrath of my petrol you wench!",1,"मसीह की शक्ति आपको रास्ता दिखाती है! तुम शैतानी वेश्या, तुम मेरे पेट्रोल के प्रकोप को महसूस करोगे!"
Hindi,"The PORN INDUSTRY IS A BILLION DOLLAR INDUSTRY BECAUSE OF BEAUTIFUL WOMEN. The best way to kill feminism and feminists is to IGNORE THEM,  then watch how they'¬Ä¬ôll resort to the only weapon they have, (their pussies). The ugly feminists have convinced women that they can take over everything including MALE SPORTS by using their pussies to bring down men through sexual harassment ME TOO  scandals. What would make HEADLINE NEWS? Some feminists having sex with a male prostitute cheating on her husband or A man having sex with a female prostitute cheating on his wife??? What would make HEADLINE NEWS? A woman having sex with a married man whom she knew was married?  Or A married man cheating on his wife?",1,"खूबसूरत महिलाओं की वजह से पोर्न इंडस्ट्री एक अरब डॉलर का उद्योग है। नारीवाद और नारीवादियों को मारने का सबसे अच्छा तरीका उन्हें अनदेखा करना है, फिर देखें कि वे कैसे अपने एकमात्र हथियार (अपनी योनि) का सहारा लेते हैं। बदसूरत नारीवादियों ने महिलाओं को आश्वस्त किया है कि वे यौन उत्पीड़न ME TOO घोटालों के माध्यम से पुरुषों को नीचे लाने के लिए अपनी योनि का उपयोग करके MALE SPORTS सहित सब कुछ ले सकती हैं। हेडलाइन समाचार क्या बनेगा? कुछ नारीवादी एक पुरुष वेश्या के साथ यौन संबंध रखते हुए अपने पति को धोखा देती हैं या एक पुरुष एक महिला वेश्या के साथ यौन संबंध रखता है जो अपनी पत्नी को धोखा देता है ??? हेडलाइन समाचार क्या बनेगा? एक विवाहित पुरुष के साथ यौन संबंध रखने वाली एक महिला जिसे वह जानती थी कि वह विवाहित है? या एक शादीशुदा आदमी अपनी पत्नी को धोखा दे रहा है?"
Hindi,"the first step is to remove Romanians, they're no good anywhere they wash up",1,"पहला कदम रोमानियाई लोगों को हटाना है, वे कहीं भी धोते हैं तो वे अच्छे नहीं होते हैं"
Hindi,That Asian bloke needs a shave or cover up his hideous beard with a burqa!,1,उस एशियाई लड़के को दाढ़ी बनाने या बुर्के से अपनी घिनौनी दाढ़ी को ढंकने की जरूरत है!
Hindi,Stupid feminists. For FUCK sake! Just....Just....fucking kill yourself.,1,मूर्ख नारीवादी। बकवास खातिर! बस....बस....कमबख्त खुद को मार डालो।
Hindi,"Sophie walker, you are leader of nothing! You don't have a solid topic just complaining...  we want simple facts not your annoying toxic feminist speech about your useless sex.",1,"सोफी वॉकर, आप कुछ नहीं के नेता हैं! आपके पास केवल शिकायत करने के लिए कोई ठोस विषय नहीं है... हम आपके बेकार सेक्स के बारे में आपका कष्टप्रद जहरीला नारीवादी भाषण नहीं बल्कि सामान्य तथ्य चाहते हैं।"
Hindi,smack the fat ass out of her,1,उसके बाहर मोटा गधा एक प्रकार का फल
Hindi,Shemales are paranormal creatures. We shouldn't let them be free. Neither be captured. Just dead and buried already,1,किन्नर अपसामान्य प्राणी हैं। हमें उन्हें आजाद नहीं होने देना चाहिए। न ही कब्जा किया जाए। अभी मरा है और पहले ही दफना दिया गया है
Hindi,"Save on security and police, deport all immigrants and Sadiq Khan!",1,"सुरक्षा और पुलिस पर बचत करें, सभी अप्रवासियों और सादिक खान को निर्वासित करें!"
Hindi,Racist ass white ass people,1,जातिवादी गधे सफेद गधे लोग
Hindi,Please don' come back filthy Caucasian. You can change to a snake next time. Keep  changing.,1,कृपया गंदी कोकेशियान वापस न आएं। आप अगली बार सांप में बदल सकते हैं। बदलते रहें।
Hindi,People with traumatic brain injury should have the ability to get euthanatize,1,दर्दनाक मस्तिष्क की चोट वाले लोगों में इच्छामृत्यु प्राप्त करने की क्षमता होनी चाहिए
Hindi,"Pakistan is a Jihadi Terror Sponsor Nation, they are simply deceiving the world, a sign of desperation. Jai Hind",1,"पाकिस्तान एक जिहादी आतंक प्रायोजक राष्ट्र है, वे बस दुनिया को धोखा दे रहे हैं, हताशा की निशानी है। जय हिन्द"
Hindi,"Only a fag doesn't want to see two chicks do it, you don't want your son to grow up to be a fag right?",1,"केवल एक पागल दो लड़कियों को ऐसा करते हुए नहीं देखना चाहता, आप नहीं चाहते कि आपका बेटा बड़ा होकर एक पागल बने?"
Hindi,"Oh Christ, no more autism please, hearing about it as nauseam is starting to make me sick. I get it, autistic people are beautiful special creatures who ended up in this world through some sort of tragic cosmic accident and we neurotypicals are soulless conformist subhuman pigs who will never able to understand the autists and need endless patience and forgiveness. Can we now get on with our lives please?",1,"हे क्राइस्ट, नो ऑर ऑटिज्म प्लीज, इसके बारे में सुनकर मुझे उल्टी आने लगी है। मैं समझ गया, ऑटिस्टिक लोग सुंदर विशेष प्राणी हैं जो इस दुनिया में किसी प्रकार की दुखद लौकिक दुर्घटना के माध्यम से समाप्त हो गए और हम विक्षिप्त लोग आत्माविहीन अनुरूपवादी अमानवीय सूअर हैं जो कभी भी ऑटिस्ट को समझने में सक्षम नहीं होंगे और उन्हें अंतहीन धैर्य और क्षमा की आवश्यकता होगी। क्या अब हम कृपया अपने जीवन के साथ आगे बढ़ सकते हैं?"
Hindi,Now they know better than this shit lol they dudes. The stronger sex. The man supremacy,1,अब वे इस बकवास से बेहतर जानते हैं कि वे लोग हैं। मजबूत सेक्स। पुरुष वर्चस्व
Hindi,"Moldova is a country of masochists.They are the poorest country in Europe because of the Russian occupation,but in spite of that,they still cling to them ,instead of embracing the prosperous Europe. Not smart.",1,"मोल्दोवा मसोचिस्टों का देश है। रूसी कब्जे के कारण वे यूरोप के सबसे गरीब देश हैं, लेकिन इसके बावजूद, वे समृद्ध यूरोप को गले लगाने के बजाय अभी भी उनसे चिपके हुए हैं। अच्छा नहीं है।"
Hindi,MASS BLACK WORLDWIDE GENOCIDE IS OUR ONLY HOPE,1,दुनिया भर में बड़े पैमाने पर काले नरसंहार हमारी एकमात्र आशा है
Hindi,Looks like the gay poster boy with syphilis,1,सिफलिस के साथ समलैंगिक पोस्टर बॉय जैसा दिखता है
Hindi,Lmfao that fat slob in the wheelchair,1,Lmfao कि व्हीलचेयर में मोटा नारा
Hindi,Lgbt now spread in asia. Many anti lgbt in asian worried their culture are ruined cuz this virus,1,एलजीबीटी अब एशिया में फैल गया। एशियाई में कई एंटी एलजीबीटी चिंतित हैं कि उनकी संस्कृति इस वायरस के कारण बर्बाद हो गई है
Hindi,"kneel down, white boy. its the era of brown people now",1,"घुटने टेक दो, सफेद लड़का। यह अब भूरे लोगों का युग है"
Hindi,Kill all muslims,1,सभी मुसलमानों को मार डालो
Hindi,Jewish piece of shits like him should get hanged,1,उसके जैसे घटिया यहूदियों को फाँसी होनी चाहिए
